,vintage,nr_tokens,name,volume_ml,lot_size,seal code,description,description_missing,multplier,full_description,src_image,dst_image
58,2016,1,Vin de Constance 2016,1500,3,,"‘Iconic reprise of legendary 18th-and 19-century Constantia sweet wine. Spectacular 2016 from Muscat de Frontignan, harvested as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia. 500 ml and magnum.’ - Platter’s SA Wine Guide 2021, 5* (96/100) ‘Increasingly celebrated as one of the great sweet wines of the world, not just the Cape, Vin de Constance is a delight to taste and review. Slightly drier than the 205 release at 165 grams of sugar, it has more in common with the Loire or Tokaji than it does with Sauternes in terms of freshness and structure. Fresh, balanced and floral, with incredible delicacy, racy acidity, fine oak and flavours of pear tart, crystallised lemons and orange zest. 2019-35.’ - Tim Atkin MW, SA Special Report 2019 - Overall Sweet Wine of the Year, 98/100 ‘Sweet and fragrant on the nose. Layers of honey, acacia, sultana and earthy spices. The palate is sweet but not remotely cloying, with bright acidity and great intensity of fruit and marmalade. Harmonious and intense, with superb purity and vibrancy. Mellow raisined notes are lifted by floral orange blossom, cinnamon and sweet vanilla spice. Unerring and long on the finish, superb!’ - Tom Parker MW, JancisRobinson.com, 18.5/20 (Sept 2019)",0,,"‘Iconic reprise of legendary 18th-and 19-century Constantia sweet wine. Spectacular 2016 from Muscat de Frontignan, harvested as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia. 500 ml and magnum.’ - Platter’s SA Wine Guide 2021, 5* (96/100) ‘Increasingly celebrated as one of the great sweet wines of the world, not just the Cape, Vin de Constance is a delight to taste and review. Slightly drier than the 205 release at 165 grams of sugar, it has more in common with the Loire or Tokaji than it does with Sauternes in terms of freshness and structure. Fresh, balanced and floral, with incredible delicacy, racy acidity, fine oak and flavours of pear tart, crystallised lemons and orange zest. 2019-35.’ - Tim Atkin MW, SA Special Report 2019 - Overall Sweet Wine of the Year, 98/100 ‘Sweet and fragrant on the nose. Layers of honey, acacia, sultana and earthy spices. The palate is sweet but not remotely cloying, with bright acidity and great intensity of fruit and marmalade. Harmonious and intense, with superb purity and vibrancy. Mellow raisined notes are lifted by floral orange blossom, cinnamon and sweet vanilla spice. Unerring and long on the finish, superb!’ - Tom Parker MW, JancisRobinson.com, 18.5/20 (Sept 2019)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2016 8826 - 519261.jpg,farms/klein-constansia/vdc/output/assets/58.jpg
59,2017,1,Vin de Constance 2017,1500,3,,"‘Iconic recreation of legendary 18th-and 19-century Constantia sweet wine. From Muscat de Frontignan harvested as ripe berries (for acidity) and raisins (for sugar concentration), stellar 2017 delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia wood. 500 ml, also magnums.’ - Platter’s SA Wine Guide 2022, 5* (97/100)  ‘""Lighter and lighter"" is the motto at Klein Constantia these days, according to Matt Day. The latest, world-class release of Vin de Constance certainly doesn’t lack sweetness at 165 grams or even concentration, but it has a freshness that's reminiscent of Vouvray or Barsac. Subtly wooded in 50% new barrels, it unfurls layers of citrus, toast and tarte tatin, with a drizzle of honey and vivid acidity and palate length. Bravo! 2022-35.’ - Tim Atkin MW, SA Special Report 2020 - Overall Sweet Wine of the Year, 98/100 ‘Lustrous mid gold. Dried apricot, orange blossom and citrus peels on the nose, suffused with nutmeg, clove and coffee cream, and an earthy, spicy, saffron-like note. Richly sweet and unctuously textured, but with a streak of acidity that balances beautifully, and gives a preserved grapefruit and lemon flavour. Fantastic length.’ - Tim Jackson MW, JancisRobinson.com, 18/20 (Nov 2021)",0,,"‘Iconic recreation of legendary 18th-and 19-century Constantia sweet wine. From Muscat de Frontignan harvested as ripe berries (for acidity) and raisins (for sugar concentration), stellar 2017 delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia wood. 500 ml, also magnums.’ - Platter’s SA Wine Guide 2022, 5* (97/100)  ‘""Lighter and lighter"" is the motto at Klein Constantia these days, according to Matt Day. The latest, world-class release of Vin de Constance certainly doesn’t lack sweetness at 165 grams or even concentration, but it has a freshness that's reminiscent of Vouvray or Barsac. Subtly wooded in 50% new barrels, it unfurls layers of citrus, toast and tarte tatin, with a drizzle of honey and vivid acidity and palate length. Bravo! 2022-35.’ - Tim Atkin MW, SA Special Report 2020 - Overall Sweet Wine of the Year, 98/100 ‘Lustrous mid gold. Dried apricot, orange blossom and citrus peels on the nose, suffused with nutmeg, clove and coffee cream, and an earthy, spicy, saffron-like note. Richly sweet and unctuously textured, but with a streak of acidity that balances beautifully, and gives a preserved grapefruit and lemon flavour. Fantastic length.’ - Tim Jackson MW, JancisRobinson.com, 18/20 (Nov 2021)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2017 9131 - 259181.jpg,farms/klein-constansia/vdc/output/assets/59.jpg
60,2017,1,Vin de Constance 2017,1500,3,,"‘Iconic recreation of legendary 18th-and 19-century Constantia sweet wine. From Muscat de Frontignan harvested as ripe berries (for acidity) and raisins (for sugar concentration), stellar 2017 delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia wood. 500 ml, also magnums.’ - Platter’s SA Wine Guide 2022, 5* (97/100)  ‘""Lighter and lighter"" is the motto at Klein Constantia these days, according to Matt Day. The latest, world-class release of Vin de Constance certainly doesn’t lack sweetness at 165 grams or even concentration, but it has a freshness that's reminiscent of Vouvray or Barsac. Subtly wooded in 50% new barrels, it unfurls layers of citrus, toast and tarte tatin, with a drizzle of honey and vivid acidity and palate length. Bravo! 2022-35.’ - Tim Atkin MW, SA Special Report 2020 - Overall Sweet Wine of the Year, 98/100 ‘Lustrous mid gold. Dried apricot, orange blossom and citrus peels on the nose, suffused with nutmeg, clove and coffee cream, and an earthy, spicy, saffron-like note. Richly sweet and unctuously textured, but with a streak of acidity that balances beautifully, and gives a preserved grapefruit and lemon flavour. Fantastic length.’ - Tim Jackson MW, JancisRobinson.com, 18/20 (Nov 2021)",0,,"‘Iconic recreation of legendary 18th-and 19-century Constantia sweet wine. From Muscat de Frontignan harvested as ripe berries (for acidity) and raisins (for sugar concentration), stellar 2017 delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia wood. 500 ml, also magnums.’ - Platter’s SA Wine Guide 2022, 5* (97/100)  ‘""Lighter and lighter"" is the motto at Klein Constantia these days, according to Matt Day. The latest, world-class release of Vin de Constance certainly doesn’t lack sweetness at 165 grams or even concentration, but it has a freshness that's reminiscent of Vouvray or Barsac. Subtly wooded in 50% new barrels, it unfurls layers of citrus, toast and tarte tatin, with a drizzle of honey and vivid acidity and palate length. Bravo! 2022-35.’ - Tim Atkin MW, SA Special Report 2020 - Overall Sweet Wine of the Year, 98/100 ‘Lustrous mid gold. Dried apricot, orange blossom and citrus peels on the nose, suffused with nutmeg, clove and coffee cream, and an earthy, spicy, saffron-like note. Richly sweet and unctuously textured, but with a streak of acidity that balances beautifully, and gives a preserved grapefruit and lemon flavour. Fantastic length.’ - Tim Jackson MW, JancisRobinson.com, 18/20 (Nov 2021)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2017 9131 - 259181.jpg,farms/klein-constansia/vdc/output/assets/60.jpg
61,2017,1,Vin de Constance 2017,1500,3,,"‘Iconic recreation of legendary 18th-and 19-century Constantia sweet wine. From Muscat de Frontignan harvested as ripe berries (for acidity) and raisins (for sugar concentration), stellar 2017 delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia wood. 500 ml, also magnums.’ - Platter’s SA Wine Guide 2022, 5* (97/100)  ‘""Lighter and lighter"" is the motto at Klein Constantia these days, according to Matt Day. The latest, world-class release of Vin de Constance certainly doesn’t lack sweetness at 165 grams or even concentration, but it has a freshness that's reminiscent of Vouvray or Barsac. Subtly wooded in 50% new barrels, it unfurls layers of citrus, toast and tarte tatin, with a drizzle of honey and vivid acidity and palate length. Bravo! 2022-35.’ - Tim Atkin MW, SA Special Report 2020 - Overall Sweet Wine of the Year, 98/100 ‘Lustrous mid gold. Dried apricot, orange blossom and citrus peels on the nose, suffused with nutmeg, clove and coffee cream, and an earthy, spicy, saffron-like note. Richly sweet and unctuously textured, but with a streak of acidity that balances beautifully, and gives a preserved grapefruit and lemon flavour. Fantastic length.’ - Tim Jackson MW, JancisRobinson.com, 18/20 (Nov 2021)",0,,"‘Iconic recreation of legendary 18th-and 19-century Constantia sweet wine. From Muscat de Frontignan harvested as ripe berries (for acidity) and raisins (for sugar concentration), stellar 2017 delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia wood. 500 ml, also magnums.’ - Platter’s SA Wine Guide 2022, 5* (97/100)  ‘""Lighter and lighter"" is the motto at Klein Constantia these days, according to Matt Day. The latest, world-class release of Vin de Constance certainly doesn’t lack sweetness at 165 grams or even concentration, but it has a freshness that's reminiscent of Vouvray or Barsac. Subtly wooded in 50% new barrels, it unfurls layers of citrus, toast and tarte tatin, with a drizzle of honey and vivid acidity and palate length. Bravo! 2022-35.’ - Tim Atkin MW, SA Special Report 2020 - Overall Sweet Wine of the Year, 98/100 ‘Lustrous mid gold. Dried apricot, orange blossom and citrus peels on the nose, suffused with nutmeg, clove and coffee cream, and an earthy, spicy, saffron-like note. Richly sweet and unctuously textured, but with a streak of acidity that balances beautifully, and gives a preserved grapefruit and lemon flavour. Fantastic length.’ - Tim Jackson MW, JancisRobinson.com, 18/20 (Nov 2021)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2017 9131 - 259181.jpg,farms/klein-constansia/vdc/output/assets/61.jpg
62,2018,1,Vin de Constance 2018,1500,3,,"‘Made from raisined Muscat de Frontignan grapes - only the 1997 and 2011 releases had a little botrytis - this is the latest in a run of world-class releases of Vin de Constance. Showing remarkable purity and elegance, despite the heat of 2018, it has 60% new wood, 172 grams of sugar, fine balance, racy acidity and flavours of patisserie, tangerine and pear. The essence of Muscat. 2023-35.’ - Tim Atkin MW, SA Special Report 2021 - Overall Sweet Wine of the Year, 97/100  ‘Another brilliant nose from Vin de Constance. Very floral, with notes of fresh grapes, sultanas and honey. The palate is fleshy and complex with spice. Ginger, lemongrass and yuzu come through with further notes of honey and sultana. Despite the sweetness, there is a lightness of touch. Vibrant, powerful fruit and earthy ginger and saffron linger on a very long finish.’ - Tom Parker MW, JancisRobinson.com, 18/20 (Sept 2021)     ",0,,"‘Made from raisined Muscat de Frontignan grapes - only the 1997 and 2011 releases had a little botrytis - this is the latest in a run of world-class releases of Vin de Constance. Showing remarkable purity and elegance, despite the heat of 2018, it has 60% new wood, 172 grams of sugar, fine balance, racy acidity and flavours of patisserie, tangerine and pear. The essence of Muscat. 2023-35.’ - Tim Atkin MW, SA Special Report 2021 - Overall Sweet Wine of the Year, 97/100  ‘Another brilliant nose from Vin de Constance. Very floral, with notes of fresh grapes, sultanas and honey. The palate is fleshy and complex with spice. Ginger, lemongrass and yuzu come through with further notes of honey and sultana. Despite the sweetness, there is a lightness of touch. Vibrant, powerful fruit and earthy ginger and saffron linger on a very long finish.’ - Tom Parker MW, JancisRobinson.com, 18/20 (Sept 2021)     ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2018 9380 - 967283.jpg,farms/klein-constansia/vdc/output/assets/62.jpg
63,2018,1,Vin de Constance 2018,1500,3,,"‘Made from raisined Muscat de Frontignan grapes - only the 1997 and 2011 releases had a little botrytis - this is the latest in a run of world-class releases of Vin de Constance. Showing remarkable purity and elegance, despite the heat of 2018, it has 60% new wood, 172 grams of sugar, fine balance, racy acidity and flavours of patisserie, tangerine and pear. The essence of Muscat. 2023-35.’ - Tim Atkin MW, SA Special Report 2021 - Overall Sweet Wine of the Year, 97/100  ‘Another brilliant nose from Vin de Constance. Very floral, with notes of fresh grapes, sultanas and honey. The palate is fleshy and complex with spice. Ginger, lemongrass and yuzu come through with further notes of honey and sultana. Despite the sweetness, there is a lightness of touch. Vibrant, powerful fruit and earthy ginger and saffron linger on a very long finish.’ - Tom Parker MW, JancisRobinson.com, 18/20 (Sept 2021)     ",0,,"‘Made from raisined Muscat de Frontignan grapes - only the 1997 and 2011 releases had a little botrytis - this is the latest in a run of world-class releases of Vin de Constance. Showing remarkable purity and elegance, despite the heat of 2018, it has 60% new wood, 172 grams of sugar, fine balance, racy acidity and flavours of patisserie, tangerine and pear. The essence of Muscat. 2023-35.’ - Tim Atkin MW, SA Special Report 2021 - Overall Sweet Wine of the Year, 97/100  ‘Another brilliant nose from Vin de Constance. Very floral, with notes of fresh grapes, sultanas and honey. The palate is fleshy and complex with spice. Ginger, lemongrass and yuzu come through with further notes of honey and sultana. Despite the sweetness, there is a lightness of touch. Vibrant, powerful fruit and earthy ginger and saffron linger on a very long finish.’ - Tom Parker MW, JancisRobinson.com, 18/20 (Sept 2021)     ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2018 9380 - 967283.jpg,farms/klein-constansia/vdc/output/assets/63.jpg
64,2018,1,Vin de Constance 2018,1500,3,,"‘Made from raisined Muscat de Frontignan grapes - only the 1997 and 2011 releases had a little botrytis - this is the latest in a run of world-class releases of Vin de Constance. Showing remarkable purity and elegance, despite the heat of 2018, it has 60% new wood, 172 grams of sugar, fine balance, racy acidity and flavours of patisserie, tangerine and pear. The essence of Muscat. 2023-35.’ - Tim Atkin MW, SA Special Report 2021 - Overall Sweet Wine of the Year, 97/100  ‘Another brilliant nose from Vin de Constance. Very floral, with notes of fresh grapes, sultanas and honey. The palate is fleshy and complex with spice. Ginger, lemongrass and yuzu come through with further notes of honey and sultana. Despite the sweetness, there is a lightness of touch. Vibrant, powerful fruit and earthy ginger and saffron linger on a very long finish.’ - Tom Parker MW, JancisRobinson.com, 18/20 (Sept 2021)     ",0,,"‘Made from raisined Muscat de Frontignan grapes - only the 1997 and 2011 releases had a little botrytis - this is the latest in a run of world-class releases of Vin de Constance. Showing remarkable purity and elegance, despite the heat of 2018, it has 60% new wood, 172 grams of sugar, fine balance, racy acidity and flavours of patisserie, tangerine and pear. The essence of Muscat. 2023-35.’ - Tim Atkin MW, SA Special Report 2021 - Overall Sweet Wine of the Year, 97/100  ‘Another brilliant nose from Vin de Constance. Very floral, with notes of fresh grapes, sultanas and honey. The palate is fleshy and complex with spice. Ginger, lemongrass and yuzu come through with further notes of honey and sultana. Despite the sweetness, there is a lightness of touch. Vibrant, powerful fruit and earthy ginger and saffron linger on a very long finish.’ - Tom Parker MW, JancisRobinson.com, 18/20 (Sept 2021)     ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2018 9380 - 967283.jpg,farms/klein-constansia/vdc/output/assets/64.jpg
65,2019,1,Vin de Constance 2019,1500,3,,2022,0,,2022,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/65.jpg
66,2019,1,Vin de Constance 2019,1500,3,,2022,0,,2022,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/66.jpg
67,2019,1,Vin de Constance 2019,1500,3,,2022,0,,2022,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/67.jpg
68,2020,1,Vin de Constance 2020,1500,3,,2023,0,,2023,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/68.jpg
69,2020,1,Vin de Constance 2020,1500,3,,2023,0,,2023,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/69.jpg
70,2020,1,Vin de Constance 2020,1500,3,,2023,0,,2023,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/70.jpg
71,2021,1,Vin de Constance 2021,1500,3,,2024,0,,2024,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/71.jpg
72,2021,1,Vin de Constance 2021,1500,3,,2024,0,,2024,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/72.jpg
73,2021,1,Vin de Constance 2021,1500,3,,2024,0,,2024,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/73.jpg
74,2022,1,Vin de Constance 2022,1500,3,,2025,0,,2025,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/74.jpg
75,2022,1,Vin de Constance 2022,1500,3,,2025,0,,2025,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/75.jpg
76,2022,1,Vin de Constance 2022,1500,3,,2025,0,,2025,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/76.jpg
77,2023,1,Vin de Constance 2023,1500,3,,2026,0,,2026,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/77.jpg
78,2023,1,Vin de Constance 2023,1500,3,,2026,0,,2026,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/78.jpg
79,2023,1,Vin de Constance 2023,1500,3,,2026,0,,2026,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/79.jpg
80,2024,1,Vin de Constance 2024,1500,3,,2027,0,,2027,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/80.jpg
81,2024,1,Vin de Constance 2024,1500,3,,2027,0,,2027,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/81.jpg
82,2024,1,Vin de Constance 2024,1500,3,,2027,0,,2027,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/82.jpg
83,2025,1,Vin de Constance 2025,1500,3,,2028,0,,2028,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/83.jpg
84,2025,1,Vin de Constance 2025,1500,3,,2028,0,,2028,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/84.jpg
85,2025,1,Vin de Constance 2025,1500,3,,2028,0,,2028,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/85.jpg
86,2026,1,Vin de Constance 2026,1500,3,,2029,0,,2029,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/86.jpg
87,2026,1,Vin de Constance 2026,1500,3,,2029,0,,2029,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/87.jpg
88,2026,1,Vin de Constance 2026,1500,3,,2029,0,,2029,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/88.jpg
89,2027,1,Vin de Constance 2027,1500,3,,2030,0,,2030,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/89.jpg
90,2027,1,Vin de Constance 2027,1500,3,,2030,0,,2030,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/90.jpg
91,2027,1,Vin de Constance 2027,1500,3,,2030,0,,2030,./defaults/vdc-new.jpg,farms/klein-constansia/vdc/output/assets/91.jpg
